,Selfies
5807,C O C =C C Branch1 Ring1 O C =C C Branch2 Ring2 =Branch1 N Branch1 =Branch2 C C N C Branch1 C C C C =C C =C N =C C Branch1 O C C =N N Branch1 C C C =Ring1 =Branch1 =N C Ring1 N =C Ring1 S =C Ring2 Ring1 #C
2887,C C Branch1 C C S C@H1 C Branch2 Ring1 #Branch2 N C =Branch1 C =O C@@H1 Branch1 #Branch2 N S =Branch1 C =O =Branch1 C =O O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 Ring2 C@H1 Ring2 Ring1 Branch2 C =Branch1 C =O O
5804,C O C =C C Branch1 #Branch2 N S Branch1 C C =Branch1 C =O =O =C C =C Ring1 O N C =C C =C C =C C Ring1 =Branch1 =N C =C C =C C =C Ring1 =C Ring1 =Branch1
1729,C N Branch1 C C C C #C C =C C =C C =C C =C Ring1 =Branch1 C =C C =C C =C C =C Ring1 =Branch1 Ring1 #C
3455,C O C =C C =C C =C Ring1 =Branch1 O C@@H1 C Branch1 #Branch1 O C Branch1 C C =O =C C C@@H1 C Branch1 Ring2 C Ring1 #C N Branch1 C C C C C Ring2 Ring1 Ring1 Ring1 S Ring1 Branch2
259,C C Branch1 C C C N Branch2 Ring1 #C C C@@H1 Branch1 C O C@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O O C@H1 C C O C Ring1 Branch1 S =Branch1 C =O =Branch1 C =O C =C C =C Branch1 C N C =C Ring1 #Branch1
2531,O C C C N C C N Branch2 Ring1 O C C C C C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 #C C C Ring2 Ring1 Branch2
7338,C O /N =C Branch2 Ring2 Branch1 /C =Branch1 C =O N C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C O C Branch1 C C =O C S C@@H1 Ring1 P Ring1 =C C =C C =C O Ring1 Branch1
2951,C C C =Branch1 C =O O C Branch1 #Branch1 C =Branch1 C =O C Cl C@@H1 Branch1 C C C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 #Branch2 C
5436,O C C N C C N Branch2 Ring1 O C C /C =C \C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 #C C C Ring2 Ring1 Branch2
3737,O =C C C Branch1 #Branch1 C C C C Ring1 Branch1 C C =Branch1 C =O N Ring1 O C C N C C@H1 C O C =C C =C C =C Ring1 =Branch1 O Ring1 #Branch2
4477,C N C C C =C C Branch1 C Cl =C Branch1 C O C =C Ring1 Branch2 C Branch1 =C C =C C =C C =C Ring1 =Branch1 O C C Ring1 Branch1 C Ring2 Ring1 =Branch1
2640,C =C Branch1 =Branch2 C =C N C C N Ring1 Branch1 C C C =C C =C C =C Ring1 =Branch1 Ring1 S
3041,C C C O C =Branch1 C =O C =C N =C N Ring1 Branch1 C@@H1 Branch1 C C C =C C =C C =C Ring1 =Branch1
150,C C =C Branch1 C O C =C C =C Ring1 #Branch1 C =Branch1 C =O N C Branch1 O C S C =C C =C C =C Ring1 =Branch1 C Branch1 C O C N C C C C C C C Ring1 =Branch1 C C Ring1 #Branch2 C =Branch1 C =O N C Branch1 C C Branch1 C C C
3519,C C@@H1 N C C O C@H1 Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1
2575,C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C =C C =C C =C Ring1 =Branch1 N Ring1 N C C N C C C Ring1 =Branch1 C C Ring1 =Branch1
4495,C N C =C C Branch1 Ring1 O C =C Branch2 Ring1 =Branch2 C =Branch1 C =O N C C C N Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 C Ring1 N C C =C Ring2 Ring1 Branch2 Cl
6533,C O C =C C =C C =C Ring1 =Branch1 O C@H1 C =Branch1 C =O C C C@ Branch1 C O C@@H1 Branch1 Ring2 C Ring1 =N N Branch1 C C C C C@ Ring1 P Ring1 =C Ring1 =Branch2
4463,C N C C C C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C Ring1 P C Ring2 Ring1 Ring2
694,C C C N C C O C C =C C Branch1 C O =C C =C Ring1 #Branch1 C C C Ring1 O Ring1 #C
7517,C C@H1 Branch1 C O C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 C F S C@@H1 Ring1 N Ring1 =Branch2
4902,C O C@H1 C C@H1 Branch2 #Branch1 =N O C@H1 C@H1 Branch1 C C O C@@H1 Branch2 =Branch1 O O C@@H1 C Branch1 C C =C C C@@H1 C C@@H1 Branch2 Ring1 #Branch2 C C@ Branch2 Ring1 C C C C@H1 Branch1 C C C@@H1 Branch1 =Branch1 C Branch1 C C C O Ring1 #Branch2 O Ring1 #C O C =Branch1 C =O C@@H1 C =C Branch1 C C C@@H1 Branch1 C O C@H1 O C C =Branch1 =Branch2 =C C =C C@@H1 Ring2 Ring2 Branch1 C C@@ Ring1 S Ring1 #Branch2 O C C@@H1 Ring2 Ring2 S O C O C@@H1 Branch1 C C C@@H1 Ring2 Branch1 #Branch2 O
1794,C N Branch2 Ring1 N C C C =C C =C C =C C =C Ring1 =Branch1 N Ring1 =Branch2 C =C C =C C =C Ring1 =Branch1 C C Ring1 O C C =C C =C C =C Ring1 =Branch1
6787,S =C N C C C@H1 Branch1 O C O C =C C =C C =C Ring1 =Branch1 O Ring1 =C
2138,C C@ C C C@@H1 C@H1 C C C =Branch1 C =O C =C Ring1 #Branch1 C C C@H1 Ring1 O C@@H1 Ring1 #C C C C@@H1 Ring2 Ring1 C O
4790,C C C Branch1 C C C Branch2 Ring1 Ring2 C =Branch1 C =O O C C C N+1 Branch1 C C Branch1 C C C C Ring1 Branch2 C =C C =C C =C Ring1 =Branch1
3548,C C@H1 Branch1 C O C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C@@H1 C C C O Ring1 Branch1 S C@@H1 Ring1 S Ring1 =N
4239,C C Branch1 C C O C C O C Branch1 O C O S Branch1 C N =Branch1 C =O =O O C Branch1 C C Branch1 C C O C Ring1 =N C Ring1 P O Ring2 Ring1 Branch1
1230,C C Branch1 C C Branch1 C C N C C Branch1 C O C =C C =C C =C Ring1 =Branch1 F
4226,C C Branch1 C C N C =Branch1 C =O C Branch1 O C =C C =C C =C C =C Ring1 =Branch1 O Ring1 #C
4399,C C C N C =Branch1 C =O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 N Branch1 =N C Branch1 C C C N C C C C Ring1 Branch1 C =C C =C C =C Ring1 =Branch1 S Ring2 Ring1 Ring1
7235,C C C@H1 O C =Branch1 C =O C@H1 Branch1 C C C@@H1 Branch2 Ring1 #Branch1 O C@H1 C C@@ Branch1 C C Branch1 Ring1 O C C@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@H1 Branch1 C C C@@H1 Branch2 Ring1 Branch1 O C@H1 O C@H1 Branch1 C C C C@@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring1 #Branch2 O C@@ Branch1 C C Branch1 C O C C@H1 Branch1 C C C@H1 N C@@H1 Branch1 #Branch1 C O C C O C O C@@H1 Branch1 Branch1 C@@H1 Ring1 N C C@@ Ring2 Branch1 =Branch1 Branch1 C C O
4798,C C C C C =Branch1 C =O O C@ Branch1 #Branch1 C =Branch1 C =O C O C C C@H1 C@@H1 C C C =C C =Branch1 C =O C C C@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C@@H1 Branch1 C O C C@@ Ring1 P Ring2 Ring1 Branch2 C
6750,O =C C N C C O C@ Ring1 Branch1 Branch1 #Branch2 C =C C =C C =C Ring1 =Branch1 F C =C C Branch1 C Br =C C =C Ring1 #Branch1 N Ring2 Ring1 =Branch1
6969,C C Branch1 C C =C C C C =Branch1 C =O N Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 N Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 C =O
7403,C O C =C Branch1 N N C C N C@@H1 Branch1 C C C Ring1 #Branch1 C Branch1 C F =C C C =Branch1 C =O C Branch1 =Branch1 C =Branch1 C =O O =C N Branch1 =Branch1 C C C Ring1 Ring1 C Ring2 Ring1 =Branch2 =Ring1 =N
898,O C C N C C N Branch2 Ring1 O C C C N C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 #C C C Ring2 Ring1 Branch2
2375,O =C Branch1 Ring2 C C Cl N C C C =C C =C C =C Ring1 =Branch1
6879,C C =Branch1 C =O N Branch1 Branch2 C C@H1 Branch1 C O C O C =C Branch1 C I C Branch1 =N C =Branch1 C =O N C C@H1 Branch1 C O C O =C Branch1 C I C Branch1 =N C =Branch1 C =O N C C@H1 Branch1 C O C O =C Ring2 Ring1 Branch2 I
4527,C O C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch2 Ring1 Branch1 N C =Branch1 C =O C =Branch1 Ring1 =N O C =C S C Branch1 C N =N Ring1 =Branch1 C Ring1 P S C Ring2 Ring1 Branch2
5294,C O C@H1 /C =C /O C@@ Branch1 C C O C =C Branch1 C C C Branch1 C O =C C Branch1 C O =C Branch2 Ring2 =Branch1 C C Branch1 O C Ring1 #Branch1 =C Ring1 =N C Ring1 P =O =N C Branch1 S C C N Branch1 #Branch1 C C Branch1 C C C C C Ring1 #Branch2 N =Ring2 Ring1 C N C =Branch1 C =O /C Branch1 C C =C \C =C \C@H1 Branch1 C C C@H1 Branch1 C O C@@H1 Branch1 C C C@@H1 Branch1 C O C@@H1 Branch1 C C C@H1 Branch1 #Branch1 O C Branch1 C C =O C@@H1 Ring2 Branch1 #Branch2 C
834,C C C O C =Branch1 C =O C =C C =C Branch1 C N C =C Ring1 #Branch1
3207,C N C =Branch1 C =O C@H1 Branch1 C O N =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C Branch1 C Cl =C C =C Ring1 #Branch1 Ring2 Ring1 Ring2
6154,C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C@@H1 Branch2 Ring1 C N C =Branch1 C =O C@H1 Branch1 C N C =C C C =C C Ring1 =Branch1 C@@H1 Ring1 S S C Ring2 Ring1 #Branch1
2379,O =C Branch2 Ring1 =C C N C C C C C C C C Ring1 =Branch1 C Ring1 #Branch2 C C =C C =C Branch1 C O C =C Ring1 #Branch1 Ring1 #C C =C C =C C =C Ring1 =Branch1
3121,C C C@@H1 O C =Branch1 C =O C@@H1 Branch1 C C C@@H1 Branch2 Ring1 #Branch1 O C@@H1 C C Branch1 C C Branch1 Ring1 O C C@@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@H1 Branch1 C C C@H1 Branch2 Ring1 Branch1 O C@@H1 O C@@H1 Branch1 C C C C@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring1 #Branch2 O C Branch1 C C Branch1 C O C C Branch1 C C C N Branch1 C C C@@H1 Branch1 C C C@H1 Branch1 C O C Ring2 Ring2 S Branch1 C C O
828,C C =C C =C C =C Ring1 =Branch1 O C =C C =C C =C Ring1 =Branch1 C Branch1 C O C C N C C Ring1 S Ring1 #Branch1
2078,C O C =C C =C C =C Ring1 =Branch1 N C C N Branch2 Ring1 N C C Branch1 C O C O C =C C Branch1 Ring1 O C =C Branch1 Ring1 O C C Branch1 Ring1 O C =C Ring1 N C C Ring2 Ring1 #Branch1
5805,C O C =C C Branch2 Ring2 O N C =C Branch1 Ring1 C #N C =N C =C C Branch1 S O C C C N C C N Branch1 C C C C Ring1 #Branch1 =C Branch1 Ring1 O C C =C Ring2 Ring1 =Branch2 Ring2 Ring1 Ring1 =C Branch1 C Cl C =C Ring2 Ring1 P Cl
3930,C O C C@@ Branch1 Ring1 C #N C@H1 Branch1 S C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 O C O Ring1 =Branch1 C@@H1 Ring1 =C S =Branch1 C =O =Branch1 C =O C =C C =C C =C Ring1 =Branch1
4271,C C C =C C =Branch1 C =O C =C Ring1 #Branch1 C C C C Ring1 O C =Branch1 C =O C C Branch1 C C C Ring1 Branch2 C C C Ring1 =Branch1 Branch1 C O C =Branch1 C =O C O
7669,O =C C C C@@H1 Branch2 Ring1 #Branch1 N C =Branch1 C =O C@H1 C@H1 C C C@@H1 Branch1 Ring2 C Ring1 Branch1 C@H1 Ring1 #Branch1 C Ring1 O =O C =Branch1 C =O N Ring2 Ring1 Ring1
1782,C N Branch1 C C C@@H1 C =Branch1 C =O C Branch1 Branch2 C =Branch1 C =O N C O =C Branch1 C O C@@ Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C Branch1 C Cl =C Ring1 Branch2 C@@ Branch1 C C Branch1 C O C@H1 Ring1 #C C C@@H1 Ring2 Ring1 S Ring2 Ring1 Branch1
5271,C N C C C C Ring1 Branch1 C C O C Branch1 C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
2445,O =C C C C@H1 Branch1 =N C =Branch1 C =O N C C C C C Ring1 =Branch1 N Ring1 =N
1982,C O C C C C C C Ring1 =Branch1 =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch1 =Branch1 C Branch1 C C O C Ring1 =C Ring1 Branch2
4714,C C =Branch1 C =O O C C =Branch1 C =O C@H1 C@H1 Branch1 C C C C@H1 C C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 =N Branch1 C Cl C@@H1 Branch1 C O C C@@ Ring2 Ring1 Ring1 Ring2 Ring1 #Branch1 C
1570,C C C C@@H1 C C@@H1 Branch2 Ring1 P C =Branch1 C =O N C Branch1 =Branch1 C Branch1 C C Cl C@H1 O C@H1 Branch1 Ring1 S C C@H1 Branch1 C O C@@H1 Branch1 C O C@H1 Ring1 #Branch2 O N Branch1 C C C Ring2 Ring1 Branch2
6542,C O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O C =C Branch1 C O C =C Branch1 N C Branch1 C O =C Ring1 Branch2 C Ring1 =N =O C C@ Branch1 C O Branch1 =Branch1 C Branch1 C C =O C C@@H1 Ring1 #C O C@@H1 C C@@H1 Branch1 C N C@H1 Branch1 C O C@@H1 Branch1 C C O Ring1 =Branch2
6544,C O C =C C =C C =C Ring1 =Branch1 N C C N Branch2 Ring2 N C C C C N C =Branch1 C =O C@@H1 C =Branch1 C =O N Branch1 =Branch2 C Branch1 C C Branch1 C C C C =Branch1 C =O C@@H1 Branch1 Branch1 C Ring1 #C =O C Ring1 =C Branch1 C C C C C Ring2 Ring1 =N
2858,C C Branch1 C C S C@@H1 C Branch2 Ring1 #Branch2 N C =Branch1 C =O C@@H1 Branch1 #Branch2 O C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O C@@H1 Ring2 Ring1 =Branch1 C@H1 Ring2 Ring1 #Branch2 C =Branch1 C =O O
5196,C C C C C N Branch1 C C C C C Branch1 C O Branch1 =Branch2 P =Branch1 C =O Branch1 C O O P =Branch1 C =O Branch1 C O O
7303,C N C C@@H1 Branch1 Ring2 C C #N C C@H1 C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@H1 Ring1 N Ring2 Ring1 Ring1
570,N-1 =N+1 =O
3718,O =C Branch2 Ring2 Ring1 C C@H1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring1 #Branch2 C =C C =C C =C C Branch1 C Cl =N C Ring1 #Branch1 =N Ring1 O N C C C Branch1 Branch1 C C Ring1 =Branch1 O C C O Ring1 #Branch1
6133,C C Branch1 C C S C@@H1 C@@H1 Branch2 Ring1 =C N C =Branch1 C =O C@@H1 Branch1 =C C =Branch1 C =O O C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 Branch2 C@H1 Ring2 Ring1 N C =Branch1 C =O O
7802,C =C C =C Branch2 Ring1 Branch1 C N Branch1 =Branch2 C C =N C C N Ring1 Branch1 C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 Ring2
2364,O =C Branch2 Ring1 =N C C C N C C C Branch1 S C =Branch1 C =O C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring1 #C C =C C =C Branch1 C F C =C Ring1 #Branch1
3593,C NH0 C =Branch1 =N =C \C =C C =C Branch1 C O C =C Ring1 #Branch1 /C =Branch1 =N =C /C =C C =C Branch1 C O C =C Ring1 #Branch1 NH0 C
3166,C N Branch1 C C C C@@H1 Branch1 C O C@@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
7116,C C C C@@H1 Branch2 Ring1 =C N C@H1 Branch1 C C C =Branch1 C =O N C@H1 Branch1 =Branch1 C =Branch1 C =O O C C@@H1 C C C C C@@H1 Ring1 =Branch1 Ring1 N C =Branch1 C =O O C C
3668,N C =Branch1 C =O O C C@@H1 Branch1 C O C O C =C C =C Branch1 C Cl C =C Ring1 #Branch1
1072,C /C =Branch1 P =C Branch1 Ring2 /C C O S S C C C C C O Ring1 Branch1 N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N
3129,C C C@H1 Branch1 C C C =Branch1 C =O O C@H1 C C C =C C =C C@H1 Branch1 C C C@H1 Branch1 P C C C@H1 C C@H1 Branch1 C O C C =Branch1 C =O O Ring1 Branch2 C@@H1 Ring1 P Ring2 Ring1 Branch1
96,C C@H1 O C@@H1 Branch2 #Branch1 Branch2 O C@H1 C@@H1 Branch1 C O C C@H1 Branch2 =Branch1 #Branch1 O C@H1 C@@H1 Branch1 C O C C@H1 Branch2 Branch1 =Branch1 O C@H1 C C C@ Branch1 C C C@H1 C C@@H1 Branch1 C O C@ Branch1 C C C Branch1 O C =C C =Branch1 C =O O C Ring1 =Branch1 C C C@ Ring1 N Branch1 C O C@@H1 Ring2 Ring1 C C C C@@H1 Ring2 Ring1 #Branch1 C Ring2 Ring1 O O C@@H1 Ring2 Ring2 Ring1 C O C@@H1 Ring2 Ring2 N C C C@H1 Branch1 C O C@@H1 Ring2 Branch1 Branch1 O
1780,C N Branch1 C C C@@H1 C =Branch1 C =O C Branch2 Ring1 =Branch1 C =Branch1 C =O N C N C C C C Branch1 =Branch1 C =Branch1 C =O O C Ring1 =Branch2 =C Branch1 C O C@@ Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C =C Ring1 #Branch1 C@@ Branch1 C C Branch1 C O C@H1 Ring1 =C C C@@H1 Ring2 Ring2 #Branch1 Ring2 Ring1 Ring2
7175,C C O C =Branch1 C =O O C@ Branch1 Branch2 C =Branch1 C =O O C Cl C C C@H1 C@H1 C C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C@H1 Branch1 C O C C@ Ring1 P Ring2 Ring1 =Branch2 C
3675,N C C C@H1 Branch1 C O C =Branch1 C =O N C@H1 C C@H1 Branch1 C N C@H1 Branch1 #C O C@@H1 O C@H1 Branch1 Ring1 C N C C C@@H1 Ring1 Branch2 N C@H1 Branch1 C O C@H1 Ring2 Ring1 C O C@H1 O C@@H1 Branch1 Ring1 C O C@@H1 Branch1 C O C@H1 Branch1 C N C@@H1 Ring1 #Branch2 O
42,N C C Branch1 #Branch1 C C =Branch1 C =O O C =C C =C Branch1 C Cl C =C Ring1 #Branch1
4453,C N Branch1 C C C C C =C C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 #C
5778,C O /N =C Branch2 Ring2 =Branch2 /C =Branch1 C =O N C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 O C S C =N N =N N Ring1 Branch1 C C S C Ring2 Ring1 Ring2 Ring1 P C =C S C Branch1 C N =N Ring1 =Branch1
4448,C N Branch1 C C C C =Branch1 C =O C Branch1 =Branch1 C Branch1 C N =O =C Branch1 C O C Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 O C =C C Branch1 C N =C Ring1 #Branch1 O C C Ring1 =N C C Ring2 Ring1 N Ring2 Ring1 Ring1
3866,C C O C =C C =C Branch2 Ring2 Ring2 N Branch2 Ring1 Branch2 C@@H1 Branch1 Ring1 C C C =Branch1 C =O N C =C Branch1 C C C =C C =C Ring1 #Branch1 C C S Branch1 C C =Branch1 C =O =O C =C Ring2 Ring1 #Branch2
4868,C O /N =C Branch2 Ring2 Branch1 /C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C O C Branch1 C C =O C S C@H1 Ring1 P Ring1 =C C =C S C Branch1 C N =N Ring1 =Branch1
6153,C C Branch1 C C C@H1 C C C@ Ring1 =Branch1 Branch1 C C C =Branch1 C =O C Ring1 Branch2
645,Cl C =C C =C Branch1 =Branch2 N C =N C C N Ring1 Branch1 C Branch1 C Cl =C Ring1 =N
5537,Cl C C Branch1 C Cl C Branch1 C Cl C Branch1 C Cl C Branch1 C Cl C Ring1 #Branch2 Cl
6121,C C Branch1 C C O C@H1 C C@@H1 C@H1 C C@@H1 Branch1 C F C =C C =Branch1 C =O C C C@ Ring1 #Branch1 Branch1 C C C@@H1 Ring1 =N C@H1 Branch1 C O C C@ Ring2 Ring1 C Branch1 C C C@@ Ring2 Ring1 =Branch1 Branch1 #Branch1 C =Branch1 C =O C O O Ring2 Ring1 =C
1743,C N Branch1 C C C C C =C C =C C =C C =C Ring1 =Branch1 C Branch1 C C Branch1 C C C =C C =C C =C Ring1 =Branch1 Ring1 S
3220,C N C C C C =C C =C C Branch1 C O =C Ring1 #Branch1 O C@@H1 Ring1 #Branch2 C@@H1 Branch1 C O C C C Ring1 #C Branch1 C O C Ring2 Ring1 Ring2 C Ring1 S
7576,C C =C C Branch2 Ring1 Ring2 N S =Branch1 C =O =Branch1 C =O C =C C =C Branch1 C N C =C Ring1 #Branch1 =N C Branch1 C C =N Ring2 Ring1 C
669,C N Branch1 C C C C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C F C =C Ring1 #Branch1 N
692,C C C N C C C C@@H1 C C =N C Branch1 C N =N C =C Ring1 #Branch1 C C@H1 Ring1 O Ring1 #C
6906,C C =Branch1 C =O O C C =Branch1 C =O C@@ O C Branch1 #Branch1 C C C C Ring1 Branch1 O C@H1 Ring1 =Branch2 C C@H1 C@H1 C C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@@ Ring1 N Branch1 C F C@H1 Branch1 C O C C@ Ring2 Ring1 C Ring2 Ring1 N C
5203,C C C N C C C C C Ring1 =Branch1 C =Branch1 C =O N C =C Branch1 C C C =C C =C Ring1 #Branch1 C
2492,O =C C@H1 C@H1 C =C C@H1 Branch1 =Branch2 C@@H1 C =C C@@H1 Ring1 Ring2 Ring1 Branch2 C@H1 Ring1 #Branch2 C =Branch1 C =O N Ring1 =C C C C C N C C N Branch1 =Branch2 C =N C =C C =N Ring1 =Branch1 C C Ring1 N
6954,C C Branch1 C C Branch1 C C C C =Branch1 C =O O C C =Branch1 C =O C@@ O C Branch1 C C Branch1 C C O C@H1 Ring1 #Branch1 C C@H1 C@H1 C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@@ Ring1 O Branch1 C F C@H1 Branch1 C O C C@ Ring1 P Ring2 Ring1 =Branch2 C
4171,C C =Branch1 C =O O C C =Branch1 C =O C Branch1 C O C C C C C C C =C C =Branch1 C =O C C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 =Branch1 C
7121,C C C C@@ Branch1 C C Branch1 C O C@H1 C C@ C =C C@@ Ring1 =Branch1 Branch1 Ring1 O C C@H1 O C =C Branch1 #Branch1 O C Branch1 C C =O C =C C =C Ring1 #Branch2 C@@ Ring1 =N Ring2 Ring1 Ring1 C C N Branch1 C C C@@H1 Ring2 Ring1 Branch2 C Ring1 =Branch2
38,C C Branch1 C C C C =Branch1 C =O C =C C =C Branch2 Ring1 Branch2 O C C C C O C =C C =C C =C C =Branch1 C =O O C Ring1 #Branch1 =C Ring1 O C =C Ring2 Ring1 #Branch1 O
6182,C C C =Branch1 C =O O C@ Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C@@H1 Branch1 C C C N Branch1 C C C
7475,C C@@H1 C@H1 Branch2 Ring1 P N C =Branch1 C =O C =Branch1 #C =N O C Branch1 C C Branch1 C C C =Branch1 C =O O C =C S C Branch1 C N =N Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 #Branch1 S =Branch1 C =O =Branch1 C =O O
3807,O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C C C C Ring1 =Branch1 Branch1 C O C Branch1 Ring2 C Ring1 N N Branch1 Branch2 C C C C C Ring1 Ring2 C C Ring1 P
979,C C C C C C C Ring1 =Branch1
2849,C C Branch1 C C O C@H1 C C@H1 C@@H1 C C C@H1 C C =Branch1 C =O C C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C Branch1 C O C C Ring2 Ring1 C Branch1 C C C Ring2 Ring1 =Branch1 Branch1 #Branch1 C =Branch1 C =O C O O Ring2 Ring1 =C
2862,C C Branch1 C C S C@H1 C Branch2 Ring1 =Branch2 N C =Branch1 C =O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 N C Ring1 N Branch1 C C C C =Branch1 C =O N Ring2 Ring1 Ring1 C@H1 Ring2 Ring1 #Branch1 C =Branch1 C =O O
3448,C O C =C C =C C =Branch1 =Branch1 =C Ring1 =Branch1 O C C =Branch1 C =O O C@@H1 Ring1 =Branch2 C@@H1 C =C Branch1 S C =C C =Branch1 =Branch1 =C Ring1 =Branch1 O C O C O Ring1 Branch2 C C N Ring1 #C C
5352,F C =C C =C Branch2 Ring2 Ring2 C Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 N C C N Branch1 N C /C =C /C =C C =C C =C Ring1 =Branch1 C C Ring1 #C C =C Ring2 Ring1 =N
5311,C O C =C C =C Branch1 Ring1 O C C Branch2 Ring1 #Branch1 C C =C N =C N =C Branch1 C N N =C Branch1 C N C Ring1 Branch2 =C Ring1 N C =C Ring2 Ring1 =Branch1
5288,C O C C C Branch2 Ring1 C C O C =Branch1 C =O C =C N =C C Branch1 C Br =C Ring1 #Branch1 C N Branch1 C C C Ring2 Ring1 C C C =C N Branch1 C C C =C C =C C Ring2 Ring1 N =C Ring1 #Branch2 Ring1 =Branch1
6997,C C Branch1 O C@H1 Branch1 C C O C Branch1 C N =O C@@H1 Branch1 C C O C Branch1 C N =O
1097,C =C C =C C =C C =C Ring1 =Branch1 C N Branch1 =Branch2 C C C N Branch1 C C C C =C C =C C =C Ring1 =Branch1 Ring2 Ring1 Branch1
1132,C C =Branch1 C =O C O C Branch1 C C Branch1 C C O C Ring1 #Branch1 C C C C C C =C C =Branch1 C =O C C C Ring1 #Branch1 Branch1 C C C Ring1 N C C C Ring1 S Ring2 Ring1 Branch2 C
3078,C C N C C C C@H1 Ring1 Branch1 C N C =Branch1 C =O C =C C Branch1 =Branch1 C Branch1 C C =O =C C =C Ring1 =Branch2 O C
